,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
10,6.44293,3.410031,0.0,0.0,6,51.32,0 / 4,1015,2019-12-26 21:19:02:707,0.03,0.0034,9.8395,0.0109,0.0038,9.8065,0.0064,-0.0001,0.0015,-10.06,-31.12,7.75,0.02,107.88,0.12
11,6.44293,3.410031,0.0,0.0,6,51.32,0 / 4,1113,2019-12-26 21:19:02:805,0.0177,-0.0081,9.8373,0.0035,0.0014,9.8066,-0.0053,0.0023,-0.0027,-9.44,-31.37,7.56,0.04,106.19,0.15
12,6.44293,3.410031,0.0,0.0,6,51.32,0 / 4,1213,2019-12-26 21:19:02:905,0.007,-0.0029,9.8413,0.0004,-0.0004,9.8066,0.0021,0.0012,-0.0024,-9.81,-31.56,7.56,0.04,107.35,0.12
13,6.44293,3.410031,0.0,0.0,6,51.32,0 / 4,1313,2019-12-26 21:19:03:005,0.0149,0.002,9.853,-0.0002,0.0015,9.8066,0.0052,-0.0031,-0.0027,-9.87,-31.75,7.81,0.02,107.36,0.14
14,6.44293,3.410031,0.0,0.0,6,51.32,0 / 4,1413,2019-12-26 21:19:03:105,0.0112,0.0095,9.854,-0.0013,-0.002,9.8066,-0.0062,0.0022,-0.0013,-10.0,-31.81,7.88,0.01,107.36,0.15
15,6.44293,3.410031,0.0,0.0,6,51.32,0 / 4,1513,2019-12-26 21:19:03:205,0.0081,0.0079,9.8415,0.0003,-0.0009,9.8066,0.0013,0.0005,0.0019,-10.12,-31.75,8.25,0.03,107.36,0.13
16,6.44293,3.410031,0.0,0.0,6,51.32,0 / 4,1612,2019-12-26 21:19:03:304,0.0158,0.0154,9.838,0.002,0.0033,9.8066,0.0024,0.0025,-0.0032,-9.75,-31.81,7.56,0.04,107.35,0.12
17,6.44293,3.410031,0.0,0.0,6,51.32,0 / 4,1713,2019-12-26 21:19:03:405,0.0075,0.0072,9.8617,-0.0012,-0.0008,9.8066,-0.0051,0.0009,-0.0027,-9.75,-31.81,7.25,0.01,107.36,0.15
18,6.44293,3.410031,0.0,0.0,6,51.32,0 / 4,1813,2019-12-26 21:19:03:505,0.0185,-0.0155,9.8503,0.0028,-0.001,9.8066,0.0055,-0.0034,0.0025,-9.44,-31.75,7.81,0.01,105.71,0.12
19,6.44293,3.410031,0.0,0.0,6,51.32,0 / 4,1913,2019-12-26 21:19:03:605,0.0157,-0.0007,9.8699,0.0009,0.0043,9.8066,-0.0056,0.002,-0.0044,-10.44,-31.56,7.88,0.02,107.36,0.13
20,6.44293,3.410031,0.0,0.0,6,51.32,0 / 4,2013,2019-12-26 21:19:03:705,0.0116,0.0091,9.8544,-0.002,-0.0004,9.8066,-0.0064,0.0013,0.0007,-10.25,-32.31,7.63,0.01,107.36,0.13
21,6.44293,3.410031,0.0,0.0,6,51.32,0 / 6,2113,2019-12-26 21:19:03:805,0.0326,-0.0118,9.8427,0.0032,-0.0014,9.8066,-0.0006,0.0001,0.0002,-9.94,-31.5,7.06,0.01,107.88,0.12
22,6.44293,3.410031,0.0,0.0,6,51.32,0 / 6,2213,2019-12-26 21:19:03:905,0.0042,-0.0081,9.8633,-0.002,0.001,9.8066,-0.001,-0.0001,0.0005,-9.37,-31.87,7.75,0.02,105.71,0.1
23,6.44293,3.410031,0.0,0.0,6,51.32,0 / 6,2313,2019-12-26 21:19:04:005,0.0041,-0.0115,9.8579,-0.0055,-0.0012,9.8066,0.0064,-0.0034,0.0002,-9.81,-31.5,7.44,0.0,107.88,0.09
24,6.44293,3.410031,0.0,0.0,6,51.32,0 / 6,2413,2019-12-26 21:19:04:105,0.0168,-0.0117,9.8748,0.0027,0.0015,9.8066,-0.0006,0.0023,-0.0015,-9.69,-31.56,7.38,0.01,107.36,0.1
25,6.44293,3.410031,0.0,0.0,6,51.32,0 / 6,2513,2019-12-26 21:19:04:205,0.02,0.0097,9.8732,0.0019,0.0005,9.8066,0.0033,0.0008,-0.002,-10.0,-31.5,7.63,0.01,107.88,0.13
26,6.44293,3.410031,0.0,0.0,6,51.32,0 / 6,2613,2019-12-26 21:19:04:305,0.0139,-0.0017,9.8624,0.0021,0.0002,9.8066,-0.0008,0.0008,-0.0009,-10.37,-31.69,8.44,0.01,107.36,0.15
27,6.44293,3.410031,0.0,0.0,6,51.32,0 / 6,2713,2019-12-26 21:19:04:405,0.0115,0.0038,9.8587,-0.0024,-0.0003,9.8066,0.0004,-0.0004,0.0002,-9.87,-31.25,7.94,0.01,107.89,0.15
28,6.44293,3.410031,0.0,0.0,6,51.32,0 / 6,2812,2019-12-26 21:19:04:504,0.0103,-0.0092,9.8656,-0.0027,0.0001,9.8066,-0.0014,-0.0024,0.002,-9.44,-31.62,7.88,0.0,105.72,0.13
29,6.44293,3.410031,0.0,0.0,6,51.32,0 / 6,2913,2019-12-26 21:19:04:605,0.0298,0.0092,9.8726,0.0055,0.0023,9.8066,-0.0017,0.0016,0.0006,-10.37,-31.94,7.63,0.0,107.36,0.06
30,6.44293,3.410031,0.0,0.0,6,51.32,0 / 6,3014,2019-12-26 21:19:04:706,0.0271,-0.0021,9.8681,0.0039,0.0007,9.8066,-0.0038,0.0025,-0.0038,-9.69,-31.56,7.5,0.01,107.36,0.13
31,6.44293,3.410031,0.0,0.0,6,51.32,0 / 6,3114,2019-12-26 21:19:04:806,0.0359,-0.0265,9.8607,0.0056,0.0017,9.8066,0.0079,-0.0012,0.0004,-9.81,-31.44,8.38,0.01,107.89,0.14
32,6.44293,3.410031,0.0,0.0,6,51.32,08-Sep,3213,2019-12-26 21:19:04:905,-0.0122,0.012,9.8743,-0.0057,-0.0009,9.8066,0.0041,-0.0021,0.0004,-9.62,-31.69,8.0,0.01,107.36,0.15
33,6.44293,3.410031,0.0,0.0,6,51.32,08-Sep,3313,2019-12-26 21:19:05:005,-0.0043,0.0092,9.8714,0.0004,0.0002,9.8066,-0.0052,0.0003,-0.0034,-9.87,-31.62,7.94,0.01,107.36,0.09
34,6.44293,3.410031,0.0,0.0,6,51.32,08-Sep,3413,2019-12-26 21:19:05:105,0.0161,-0.0079,9.8733,-0.0005,0.0004,9.8066,0.0074,0.001,-0.0032,-9.5,-31.56,8.06,0.0,105.72,0.11
35,6.44293,3.410031,0.0,0.0,6,51.32,08-Sep,3513,2019-12-26 21:19:05:205,0.0209,0.0165,9.8798,0.0035,0.0011,9.8066,-0.0027,0.0016,0.0012,-9.81,-32.25,8.0,0.0,107.36,0.14
36,6.44293,3.410031,0.0,0.0,6,51.32,08-Sep,3613,2019-12-26 21:19:05:305,0.0357,0.0001,9.8777,-0.0019,0.0003,9.8066,-0.0032,0.0037,0.0019,-10.25,-31.75,7.69,0.0,107.36,0.13
37,6.44293,3.410031,0.0,0.0,6,51.32,08-Sep,3713,2019-12-26 21:19:05:405,0.0091,-0.0117,9.8775,-0.0012,0.0002,9.8066,0.0065,0.0009,0.0011,-9.56,-31.62,7.5,-0.01,107.37,0.17
38,6.44293,3.410031,0.0,0.0,6,51.32,08-Sep,3813,2019-12-26 21:19:05:505,-0.0011,-0.0095,9.8811,-0.0024,-0.0011,9.8066,0.0036,-0.004,-0.0018,-9.44,-31.87,7.31,0.0,105.72,0.15
39,6.44293,3.410031,0.0,0.0,6,51.32,08-Sep,3913,2019-12-26 21:19:05:605,0.0188,0.0076,9.8936,0.0019,0.0005,9.8066,-0.0011,-0.0015,0.0053,-9.69,-31.56,7.56,0.0,107.36,0.14
40,6.44293,3.410031,0.0,0.0,6,51.32,08-Sep,4014,2019-12-26 21:19:05:706,0.0259,-0.0027,9.8708,0.0003,0.0005,9.8066,-0.0002,0.0,0.0009,-9.87,-32.19,7.69,0.0,107.37,0.15
41,6.44293,3.410031,0.0,0.0,6,51.32,10-Dec,4113,2019-12-26 21:19:05:805,0.0219,-0.0124,9.8822,-0.0003,0.0001,9.8067,-0.0012,-0.0002,0.0024,-9.69,-31.37,7.63,-0.01,107.89,0.18
42,6.44293,3.410031,0.0,0.0,6,51.32,10-Dec,4213,2019-12-26 21:19:05:905,-0.0123,-0.0074,9.8695,-0.0028,0.0001,9.8066,-0.0005,0.0023,-0.0023,-10.19,-32.5,8.19,-0.01,107.37,0.17
43,6.44293,3.410031,0.0,0.0,6,51.32,10-Dec,4313,2019-12-26 21:19:06:005,-0.0025,0.0031,9.8604,0.0038,0.0033,9.8066,0.0062,0.0033,-0.0019,-9.69,-31.44,8.25,-0.03,107.9,0.14
44,6.44293,3.410031,0.0,0.0,6,51.32,10-Dec,4413,2019-12-26 21:19:06:105,0.0103,-0.0086,9.8669,0.0022,0.002,9.8066,-0.0017,0.0015,-0.0016,-10.06,-31.31,8.44,-0.02,107.9,0.15
45,6.44293,3.410031,0.0,0.0,6,51.32,10-Dec,4513,2019-12-26 21:19:06:205,0.031,0.0011,9.8768,0.0002,-0.0007,9.8066,-0.0016,-0.0001,-0.001,-10.25,-31.87,7.88,-0.01,107.37,0.18
46,6.44293,3.410031,0.0,0.0,6,51.32,10-Dec,4613,2019-12-26 21:19:06:305,0.0179,0.0006,9.8846,-0.002,0.0016,9.8066,0.0059,0.0019,0.0005,-9.81,-31.87,7.56,-0.01,107.37,0.21
47,6.44293,3.410031,0.0,0.0,6,51.32,10-Dec,4713,2019-12-26 21:19:06:405,-0.0067,0.0066,9.8802,-0.0055,-0.0011,9.8066,0.0018,0.0002,-0.0017,-9.94,-31.5,7.5,-0.03,107.89,0.13
48,6.44293,3.410031,0.0,0.0,6,51.32,10-Dec,4813,2019-12-26 21:19:06:505,0.017,-0.0265,9.8901,0.0001,-0.0022,9.8066,0.0021,-0.002,0.0021,-10.06,-31.69,7.38,-0.03,107.37,0.14
49,6.44293,3.410031,0.0,0.0,6,51.32,10-Dec,4913,2019-12-26 21:19:06:605,0.0158,-0.0023,9.8696,0.0014,-0.0005,9.8066,-0.0029,-0.0004,0.0009,-10.12,-31.69,8.19,-0.01,107.37,0.16
50,6.44293,3.410031,0.0,0.0,6,51.32,10-Dec,5013,2019-12-26 21:19:06:705,0.0048,0.0,9.8803,-0.0023,0.0016,9.8066,0.0032,-0.0005,0.0011,-10.12,-31.37,8.0,0.0,107.89,0.18
51,6.44293,3.410031,0.0,0.0,6,51.32,13-Oct,5116,2019-12-26 21:19:06:808,0.0143,-0.02,9.8857,-0.0026,-0.0011,9.8066,0.0012,-0.0001,-0.0036,-10.69,-31.81,8.81,-0.02,108.99,0.13
52,6.44293,3.410031,0.0,0.0,6,51.32,13-Oct,5213,2019-12-26 21:19:06:905,0.0244,0.0021,9.8555,0.0014,0.0014,9.8066,0.0033,-0.0045,-0.0051,-10.12,-32.06,8.06,-0.01,107.37,0.13
53,6.44293,3.410031,0.0,0.0,6,51.32,13-Oct,5313,2019-12-26 21:19:07:005,0.0094,-0.0007,9.8515,0.0094,0.0031,9.8066,-0.0007,0.001,-0.0009,-9.75,-32.0,8.13,-0.02,107.37,0.21
54,6.44293,3.410031,0.0,0.0,6,51.32,13-Oct,5412,2019-12-26 21:19:07:104,0.0127,0.0159,9.8585,-0.0018,-0.0023,9.8066,0.0041,0.0001,-0.0032,-9.87,-31.75,8.0,-0.01,107.36,0.13
55,6.44293,3.410031,0.0,0.0,6,51.32,13-Oct,5513,2019-12-26 21:19:07:205,0.0076,-0.0299,9.8488,0.0001,0.0003,9.8066,-0.0024,0.0013,-0.0015,-10.12,-31.75,8.06,-0.01,107.36,0.11
56,6.44293,3.410031,0.0,0.0,6,51.32,13-Oct,5613,2019-12-26 21:19:07:305,0.0254,0.0163,9.8713,0.004,0.0023,9.8066,-0.0004,-0.0015,-0.0008,-9.87,-31.44,8.56,0.0,107.89,0.06
57,6.44293,3.410031,0.0,0.0,6,51.32,13-Oct,5713,2019-12-26 21:19:07:405,0.02,-0.0046,9.8664,0.0023,-0.0043,9.8066,0.0011,0.0002,-0.0023,-9.87,-32.0,8.19,0.02,107.36,0.13
58,6.44293,3.410031,0.0,0.0,6,51.32,13-Oct,5814,2019-12-26 21:19:07:506,0.0176,0.0,9.8648,-0.0039,0.0032,9.8066,-0.0053,0.0016,-0.0002,-10.0,-31.69,8.31,0.02,107.36,0.18
59,6.44293,3.410031,0.0,0.0,6,51.32,13-Oct,5913,2019-12-26 21:19:07:605,-0.0038,-0.0177,9.8542,-0.0066,-0.0022,9.8066,0.0014,0.0003,0.0032,-9.94,-31.69,8.06,-0.02,107.37,0.11
60,6.44293,3.410031,0.0,0.0,6,51.32,13-Oct,6013,2019-12-26 21:19:07:705,0.0089,-0.0032,9.8689,-0.0032,-0.0034,9.8066,-0.0036,-0.0011,-0.0031,-9.75,-31.37,7.88,-0.01,107.89,0.08
61,6.44293,3.410031,0.0,0.0,6,51.32,13-Dec,6113,2019-12-26 21:19:07:805,0.0258,0.02,9.8408,0.0024,0.0005,9.8066,-0.002,0.0008,0.0026,-9.94,-32.0,8.13,-0.02,107.37,0.14
62,6.44293,3.410031,0.0,0.0,6,51.32,13-Dec,6214,2019-12-26 21:19:07:906,0.015,-0.026,9.8383,-0.0027,-0.0013,9.8066,-0.0039,0.002,0.0003,-9.75,-31.94,8.25,0.0,107.37,0.18
63,6.44293,3.410031,0.0,0.0,6,51.32,13-Dec,6313,2019-12-26 21:19:08:005,0.0102,-0.0155,9.8146,-0.0017,0.0022,9.8066,-0.0028,-0.0001,-0.0042,-10.12,-31.75,8.13,-0.04,107.37,0.13
64,6.44293,3.410031,0.0,0.0,6,51.32,13-Dec,6413,2019-12-26 21:19:08:105,0.0051,0.0063,9.8254,-0.0019,0.0004,9.8066,-0.0088,0.0016,0.0007,-10.19,-31.75,8.0,-0.03,107.37,0.06
65,6.44293,3.410031,0.0,0.0,6,51.32,13-Dec,6513,2019-12-26 21:19:08:205,0.0356,-0.0347,9.8403,0.0112,-0.0067,9.8066,-0.0028,0.0024,0.0038,-9.81,-30.81,7.44,0.03,107.88,0.11
66,6.44293,3.410031,0.0,0.0,6,51.32,13-Dec,6613,2019-12-26 21:19:08:305,0.0263,0.0096,9.8241,0.0006,0.0026,9.8066,0.004,-0.0029,-0.0008,-9.75,-31.75,7.44,0.01,107.37,0.24
67,6.44293,3.410031,0.0,0.0,6,51.32,13-Dec,6713,2019-12-26 21:19:08:405,0.0137,-0.029,9.833,0.0148,-0.0108,9.8066,-0.0002,0.0017,0.0025,-9.75,-31.94,7.31,0.06,107.36,0.26
68,6.44293,3.410031,0.0,0.0,6,51.32,13-Dec,6813,2019-12-26 21:19:08:505,-0.0146,0.0094,9.8192,-0.0044,0.0075,9.8065,-0.0037,-0.0006,0.0,-10.19,-31.25,7.56,0.02,107.89,0.2
69,6.44293,3.410031,0.0,0.0,6,51.32,13-Dec,6913,2019-12-26 21:19:08:605,0.0134,-0.0334,9.817,0.0007,0.0004,9.8066,0.0026,0.0025,0.0,-9.56,-31.62,7.88,-0.03,107.37,0.16
70,6.44293,3.410031,0.0,0.0,6,51.32,13-Nov,7013,2019-12-26 21:19:08:705,0.0212,-0.0178,9.8345,0.0015,0.0008,9.8066,-0.0045,-0.0007,-0.0039,-9.81,-30.75,7.81,-0.04,107.9,0.18
71,6.44293,3.410031,0.0,0.0,6,51.32,13-Nov,7113,2019-12-26 21:19:08:805,0.0231,-0.0069,9.8384,0.0023,0.0001,9.8066,0.0046,0.001,-0.0013,-10.06,-31.56,8.0,-0.04,107.38,0.19
72,6.44293,3.410031,0.0,0.0,6,51.32,13-Nov,7213,2019-12-26 21:19:08:905,-0.0004,-0.0261,9.8091,0.0015,0.0,9.8066,-0.001,0.0002,0.0023,-9.69,-31.25,7.63,-0.04,107.9,0.19
73,6.44293,3.410031,0.0,0.0,6,51.32,13-Nov,7313,2019-12-26 21:19:09:005,0.0102,-0.0226,9.8102,0.0024,0.0001,9.8066,-0.0005,0.0002,0.0002,-9.94,-31.5,8.06,-0.03,107.9,0.21
74,6.44293,3.410031,0.0,0.0,6,51.32,13-Nov,7412,2019-12-26 21:19:09:104,0.0066,-0.024,9.8142,0.0005,0.0007,9.8066,0.0023,0.0007,0.0009,-9.75,-31.81,7.88,-0.02,107.38,0.23
75,6.44293,3.410031,0.0,0.0,6,51.32,13-Nov,7513,2019-12-26 21:19:09:205,-0.0134,-0.0186,9.8253,0.0002,0.0,9.8066,0.0007,0.0,0.0002,-9.75,-32.06,7.94,-0.03,107.38,0.24
76,6.44293,3.410031,0.0,0.0,6,51.32,13-Nov,7613,2019-12-26 21:19:09:305,-0.0126,-0.0306,9.8248,-0.0006,-0.0001,9.8066,0.0041,-0.0029,-0.0003,-9.81,-31.75,8.06,-0.03,107.38,0.24
77,6.44293,3.410031,0.0,0.0,6,51.32,13-Nov,7712,2019-12-26 21:19:09:404,0.0052,-0.017,9.8191,0.0015,-0.0003,9.8066,0.0045,0.0013,-0.0015,-9.94,-31.56,8.06,-0.02,107.38,0.25
78,6.44293,3.410031,0.0,0.0,6,51.32,13-Nov,7813,2019-12-26 21:19:09:505,-0.0045,-0.0232,9.8144,-0.0004,0.0008,9.8066,0.0025,-0.0002,-0.0023,-10.0,-31.87,8.31,-0.02,107.38,0.25
79,6.44293,3.410031,0.0,0.0,6,51.32,13-Nov,7913,2019-12-26 21:19:09:605,-0.0107,-0.0216,9.8278,-0.0007,0.0001,9.8066,-0.0011,0.0001,0.0007,-9.94,-31.5,7.13,-0.02,107.9,0.24
80,6.44293,3.410031,0.0,0.0,6,51.32,13 / 13,8013,2019-12-26 21:19:09:705,0.0391,-0.0112,9.8155,0.0026,0.0003,9.8066,0.0016,0.0013,0.0004,-9.87,-31.87,7.88,-0.02,107.38,0.23
81,6.44293,3.410031,0.0,0.0,6,51.32,13 / 13,8113,2019-12-26 21:19:09:805,0.036,-0.0162,9.8218,-0.0008,0.0008,9.8066,0.0072,-0.0014,-0.0003,-9.87,-31.69,7.81,-0.03,107.38,0.24
82,6.44293,3.410031,0.0,0.0,6,51.32,13 / 13,8213,2019-12-26 21:19:09:905,0.0165,-0.0056,9.8016,0.0024,0.0002,9.8066,-0.0045,0.0012,0.0001,-10.37,-31.75,8.0,-0.03,107.38,0.24
83,6.44293,3.410031,0.0,0.0,6,51.32,13 / 13,8313,2019-12-26 21:19:10:005,-0.0026,-0.0299,9.8151,-0.001,0.0001,9.8066,-0.0038,0.0013,0.0008,-9.56,-31.81,7.44,-0.03,107.38,0.24
84,6.44293,3.410031,0.0,0.0,6,51.32,13 / 13,8413,2019-12-26 21:19:10:105,0.0023,-0.021,9.8026,-0.0011,-0.0002,9.8066,-0.004,0.0006,-0.0013,-10.06,-31.62,7.19,-0.03,107.37,0.23
85,6.44293,3.410031,0.0,0.0,6,51.32,13 / 13,8513,2019-12-26 21:19:10:205,0.0072,-0.0243,9.803,-0.0004,0.0,9.8066,-0.001,0.0014,0.0002,-10.31,-31.0,7.56,-0.03,107.9,0.21
86,6.44293,3.410031,0.0,0.0,6,51.32,13 / 13,8613,2019-12-26 21:19:10:305,-0.0033,-0.0267,9.8279,0.0018,-0.0001,9.8066,0.0044,0.0001,0.0004,-9.87,-31.69,7.56,-0.03,107.38,0.23
87,6.44293,3.410031,0.0,0.0,6,51.32,13 / 13,8713,2019-12-26 21:19:10:405,-0.0111,-0.0228,9.8242,0.0006,0.0006,9.8066,-0.0013,-0.0114,0.0035,-10.37,-31.75,8.06,-0.06,107.39,0.26
88,6.44293,3.410031,0.0,0.0,6,51.32,13 / 13,8812,2019-12-26 21:19:10:504,-0.0001,-0.0192,9.8315,0.0002,-0.0011,9.8066,-0.0029,0.0009,0.0,-10.44,-31.12,8.06,-0.04,107.91,0.24
89,6.44293,3.410031,0.0,0.0,6,51.32,13 / 13,8913,2019-12-26 21:19:10:605,0.0225,-0.0278,9.8336,0.0003,0.0,9.8066,0.0061,-0.0012,-0.0005,-9.81,-32.12,8.25,-0.03,107.38,0.24
90,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,9013,2019-12-26 21:19:10:705,-0.0018,-0.0335,9.835,0.0007,-0.0002,9.8066,-0.003,-0.0008,-0.0012,-10.12,-31.5,8.31,-0.02,107.9,0.24
91,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,9113,2019-12-26 21:19:10:805,-0.017,0.0026,9.8216,-0.001,0.0009,9.8066,-0.0012,0.0024,0.0006,-10.37,-31.87,8.31,-0.03,107.38,0.24
92,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,9212,2019-12-26 21:19:10:904,-0.0057,-0.0406,9.8242,0.0004,-0.0008,9.8066,-0.0098,0.0038,0.0011,-10.31,-31.5,7.88,-0.03,107.9,0.25
93,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,9313,2019-12-26 21:19:11:005,-0.0076,-0.0087,9.8183,0.0,0.0009,9.8066,0.0059,0.0006,0.0002,-10.0,-31.81,7.5,-0.03,107.38,0.23
94,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,9413,2019-12-26 21:19:11:105,-0.0003,-0.0235,9.8209,-0.0011,-0.0008,9.8066,-0.0003,-0.001,-0.0026,-10.44,-32.06,8.31,-0.02,107.38,0.25
95,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,9513,2019-12-26 21:19:11:205,0.0061,-0.037,9.8107,0.001,0.0003,9.8066,0.0038,0.0002,-0.0015,-10.0,-31.37,8.06,-0.02,107.9,0.25
96,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,9613,2019-12-26 21:19:11:305,-0.001,-0.0207,9.834,-0.0005,-0.0003,9.8066,0.0046,-0.0002,-0.002,-10.31,-31.94,7.63,-0.02,107.38,0.26
97,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,9713,2019-12-26 21:19:11:405,-0.0071,-0.0152,9.8279,0.0014,-0.0005,9.8066,0.0061,0.0006,0.0045,-10.06,-31.94,7.69,-0.02,107.38,0.28
98,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,9813,2019-12-26 21:19:11:505,-0.0106,-0.0259,9.8073,0.0016,-0.0003,9.8066,0.0023,-0.0006,0.0015,-10.19,-31.31,8.06,-0.01,107.9,0.3
99,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,9913,2019-12-26 21:19:11:605,-0.0392,-0.0241,9.838,-0.001,-0.0003,9.8066,0.0047,-0.0003,0.002,-9.94,-31.69,7.88,-0.01,107.38,0.29
100,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,10017,2019-12-26 21:19:11:709,0.0133,-0.0481,9.8167,-0.002,-0.0014,9.8066,0.0,0.0,0.0005,-10.06,-31.5,7.88,0.0,107.9,0.29
101,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,10113,2019-12-26 21:19:11:805,-0.0035,-0.0138,9.8271,-0.0003,0.0,9.8066,-0.0022,-0.0004,0.0004,-9.62,-31.87,7.38,0.01,107.37,0.31
102,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,10213,2019-12-26 21:19:11:905,-0.0066,-0.0261,9.8301,-0.0007,-0.0007,9.8066,0.0029,-0.002,-0.0015,-9.81,-32.37,7.56,0.02,107.37,0.29
103,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,10313,2019-12-26 21:19:12:005,-0.0199,-0.04,9.8142,0.0002,-0.0006,9.8066,0.0109,-0.0006,-0.0009,-10.31,-32.12,8.06,0.01,107.37,0.28
104,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,10413,2019-12-26 21:19:12:105,-0.021,0.0002,9.8137,0.0016,-0.001,9.8066,-0.0021,0.0008,0.0014,-10.44,-31.75,7.69,0.03,107.37,0.29
105,6.44293,3.410031,0.0,0.0,6,51.32,14 / 15,10513,2019-12-26 21:19:12:205,0.0004,-0.0244,9.8183,0.0009,-0.0003,9.8066,-0.0031,0.001,0.0027,-9.87,-31.5,7.56,0.03,107.89,0.28
