,GPS LATITUDE (degrees),GPS LONGITUDE (degrees), GPS ALTITUDE (m),GPS SPEED (Kmh),GPS ACCURACY (m),GPS ORIENTATION (Â°), SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s)
19,45.93137,-0.472371,71.29,21.61,6.432,316.7,13 / 22,1908,2019-08-08 09:14:29:455,3.8151,-0.6921,9.8159,0.4615,0.0175,9.7958,0.0001,0.0814,0.0053
20,45.93137,-0.472371,71.29,21.61,6.432,316.7,13 / 22,2009,2019-08-08 09:14:29:556,0.3609,-0.2414,10.1104,0.4849,-0.0042,9.7947,0.015,0.0654,0.0468
21,45.93137,-0.472371,71.29,21.61,6.432,316.7,13 / 22,2108,2019-08-08 09:14:29:655,0.2244,0.0764,10.1439,0.5099,-0.0147,9.7934,0.0044,-0.0571,0.0149
22,45.93137,-0.472371,71.29,21.61,6.432,316.7,13 / 22,2209,2019-08-08 09:14:29:756,0.0466,-0.0212,9.1378,0.5081,-0.021,9.7935,0.0001,0.0473,-0.0086
23,45.93137,-0.472371,71.29,21.61,6.432,316.7,13 / 22,2309,2019-08-08 09:14:29:856,2.1194,-0.488,9.464,0.5392,-0.0294,9.7918,-0.0052,-0.022,0.0213
24,45.93137,-0.472371,71.29,21.61,6.432,316.7,13 / 22,2408,2019-08-08 09:14:29:955,-0.4855,0.0106,9.9159,0.5479,-0.0359,9.7913,0.0108,-0.0561,0.0223
25,45.93137,-0.472371,71.29,21.61,6.432,316.7,13 / 22,2508,2019-08-08 09:14:30:055,1.0097,-0.0056,9.1037,0.5466,-0.0376,9.7913,0.0012,0.0057,-0.015
26,45.93137,-0.472371,71.29,21.61,6.432,316.7,13 / 22,2608,2019-08-08 09:14:30:155,0.7086,0.1207,9.3508,0.5507,-0.0414,9.7911,-0.0073,0.0036,0.0
27,45.93137,-0.472371,71.29,21.61,6.432,316.7,13 / 22,2709,2019-08-08 09:14:30:256,0.8367,-0.2127,10.4276,0.5347,-0.0401,9.792,0.0023,-0.0379,0.0
28,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,2809,2019-08-08 09:14:30:356,0.2166,-0.3186,10.0787,0.5195,-0.0347,9.7928,0.0044,-0.0241,-0.0086
29,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,2909,2019-08-08 09:14:30:456,1.0935,-0.3725,9.4921,0.5227,-0.0279,9.7927,0.0097,-0.006,0.0319
30,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,3009,2019-08-08 09:14:30:556,0.6464,-0.0894,9.4502,0.5278,-0.0269,9.7924,0.0001,0.0206,-0.0448
31,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,3109,2019-08-08 09:14:30:656,0.0455,-0.0619,10.1302,0.5369,-0.0241,9.7919,0.0097,0.0079,0.033
32,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,3209,2019-08-08 09:14:30:756,0.4124,-0.1924,10.0027,0.5125,-0.0354,9.7932,-0.0084,0.0142,0.0042
33,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,3308,2019-08-08 09:14:30:855,0.5919,-0.2803,9.7196,0.5017,-0.0386,9.7937,0.0119,0.0228,0.0106
34,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,3409,2019-08-08 09:14:30:956,0.1514,-0.2013,8.9486,0.5251,-0.036,9.7925,0.0055,-0.0113,-0.0022
35,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,3509,2019-08-08 09:14:31:056,0.9792,-0.02,8.9181,0.5498,-0.0423,9.7911,-0.0137,-0.0497,-0.0011
36,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,3608,2019-08-08 09:14:31:155,1.2527,-0.1104,9.8895,0.5445,-0.0612,9.7913,-0.0222,-0.0166,0.0063
37,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,3708,2019-08-08 09:14:31:255,1.2958,-0.4126,9.4167,0.5543,-0.0754,9.7907,-0.0063,-0.0039,0.0053
38,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,3809,2019-08-08 09:14:31:356,-0.2742,-0.1391,9.2054,0.5599,-0.0838,9.7903,0.0065,0.027,0.0085
39,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,3908,2019-08-08 09:14:31:455,0.4968,-0.2749,9.9117,0.5724,-0.1,9.7894,0.0044,0.0004,0.0372
40,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,4009,2019-08-08 09:14:31:556,0.2406,-0.3378,9.5717,0.549,-0.1084,9.7907,-0.0052,0.0643,-0.0245
41,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,4109,2019-08-08 09:14:31:656,0.1418,-0.5138,9.6328,0.5558,-0.1187,9.7902,-0.0052,0.0494,-0.0288
42,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,4208,2019-08-08 09:14:31:755,0.6656,-0.4126,10.0978,0.5508,-0.1218,9.7904,0.0023,0.0185,0.0138
43,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,4309,2019-08-08 09:14:31:856,0.1334,-0.187,8.374,0.6304,-0.1347,9.7854,-0.0233,-0.1562,-0.0139
44,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,4409,2019-08-08 09:14:31:956,2.5648,-1.2147,9.7124,0.6303,-0.1632,9.785,-0.0158,-0.0603,-0.0032
45,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,4509,2019-08-08 09:14:32:056,1.8573,-0.9585,10.4031,0.5982,-0.1866,9.7866,0.0076,0.0867,-0.0011
46,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,4609,2019-08-08 09:14:32:156,-1.0673,0.1237,10.1355,0.6229,-0.1914,9.785,0.0119,-0.0145,0.0127
47,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,4708,2019-08-08 09:14:32:255,-0.844,0.1458,8.9361,0.6457,-0.1987,9.7834,-0.0116,-0.0017,-0.0075
48,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,4809,2019-08-08 09:14:32:356,-0.3017,0.019,9.4292,0.6819,-0.2158,9.7805,-0.0169,-0.0145,-0.016
49,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,4908,2019-08-08 09:14:32:455,1.6119,-0.4491,10.199,0.6781,-0.2298,9.7805,-0.0084,-0.0252,0.0522
50,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,5009,2019-08-08 09:14:32:556,0.7607,-0.7538,9.7531,0.6751,-0.2366,9.7805,0.0246,0.01,0.0117
51,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,5108,2019-08-08 09:14:32:655,-1.169,-0.0266,9.7603,0.6928,-0.2325,9.7794,0.0076,-0.0017,0.0
52,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,5209,2019-08-08 09:14:32:756,2.5665,-0.5108,9.2425,0.7116,-0.2322,9.778,-0.0041,0.0079,-0.0192
53,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,5309,2019-08-08 09:14:32:856,1.8531,-0.4294,9.8165,0.6971,-0.2265,9.7792,-0.0009,0.059,-0.0192
54,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,5409,2019-08-08 09:14:32:956,-0.358,-0.1169,9.3532,0.7391,-0.2224,9.7762,0.0065,-0.0316,0.0149
55,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,5508,2019-08-08 09:14:33:055,1.9435,-0.3246,9.6693,0.7362,-0.2136,9.7766,0.0044,0.0057,-0.0341
56,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,5609,2019-08-08 09:14:33:156,1.4042,-0.2498,9.6334,0.7565,-0.2076,9.7752,-0.0094,-0.0049,-0.0192
57,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,5709,2019-08-08 09:14:33:256,0.8176,-0.5293,9.9422,0.7721,-0.2025,9.7741,0.0012,-0.0166,-0.0309
58,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,5808,2019-08-08 09:14:33:355,0.7589,-0.1726,8.8546,0.7945,-0.1966,9.7724,0.0119,0.0079,0.0117
59,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,5908,2019-08-08 09:14:33:455,1.054,0.1429,9.4101,0.8254,-0.1977,9.7699,-0.0063,-0.0081,0.0202
60,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,6009,2019-08-08 09:14:33:556,1.0133,-0.1959,10.2265,0.8236,-0.2047,9.7699,-0.0052,0.0473,0.0
61,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,6109,2019-08-08 09:14:33:656,1.6011,-0.4066,10.3295,0.8494,-0.2039,9.7677,0.0012,-0.0625,0.0063
62,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,6208,2019-08-08 09:14:33:755,2.0578,-0.3402,10.2439,0.8136,-0.1957,9.7709,-0.0052,0.0004,-0.0267
63,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,6309,2019-08-08 09:14:33:856,0.4172,-0.2726,10.2978,0.8363,-0.2004,9.7689,-0.0116,-0.023,-0.0075
64,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,6408,2019-08-08 09:14:33:955,0.6853,-0.3701,8.9247,0.8702,-0.2048,9.7658,-0.0094,-0.087,0.017
65,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,6511,2019-08-08 09:14:34:058,0.1418,-0.0427,8.7146,0.8342,-0.2142,9.7688,0.0119,0.1101,0.0042
66,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,6608,2019-08-08 09:14:34:155,-1.6173,0.6684,9.1617,0.8729,-0.2232,9.7652,-0.0233,-0.1093,-0.0299
67,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,6709,2019-08-08 09:14:34:256,2.1242,-0.2678,11.2435,0.8881,-0.2218,9.7638,0.0055,-0.1754,0.0554
68,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,6808,2019-08-08 09:14:34:355,0.5249,-0.2157,9.6519,0.8497,-0.2279,9.7671,0.0023,0.0089,0.0074
69,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,6909,2019-08-08 09:14:34:456,2.3301,-0.2845,9.0683,0.8957,-0.2308,9.7629,0.0012,-0.0422,0.0191
70,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,7008,2019-08-08 09:14:34:555,-0.8889,0.004,9.3975,0.867,-0.2281,9.7656,-0.0009,0.0664,-0.0256
71,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,7109,2019-08-08 09:14:34:656,-0.8775,0.071,9.3969,0.8841,-0.231,9.764,-0.0031,0.0547,0.0223
72,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,7208,2019-08-08 09:14:34:755,2.5264,-0.4778,9.2988,0.883,-0.2376,9.7639,-0.0052,0.01,-0.0331
73,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,7309,2019-08-08 09:14:34:856,2.0249,-0.2929,9.8022,0.8536,-0.2313,9.7667,-0.0009,-0.0113,-0.0299
74,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,7408,2019-08-08 09:14:34:955,0.5788,-0.0631,10.3989,0.8272,-0.2222,9.7692,0.014,-0.0124,0.0191
75,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,7509,2019-08-08 09:14:35:056,3.4769,-0.5467,9.6334,0.8224,-0.2023,9.77,0.0204,0.0462,0.0
76,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,7609,2019-08-08 09:14:35:156,0.4776,0.0046,9.4011,0.8484,-0.1938,9.768,0.0065,0.0366,0.0127
77,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,7709,2019-08-08 09:14:35:256,-0.5363,0.2296,10.044,0.8397,-0.1878,9.7688,0.0012,-0.0039,-0.0096
78,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,7808,2019-08-08 09:14:35:355,1.1192,-0.403,9.1072,0.8149,-0.1811,9.7711,0.0161,0.0696,0.0106
79,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,7909,2019-08-08 09:14:35:456,1.4784,0.0405,9.0522,0.8348,-0.1741,9.7695,-0.0212,-0.1136,-0.0267
80,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,8009,2019-08-08 09:14:35:556,-2.903,0.0136,10.6066,0.7689,-0.1667,9.775,0.0161,0.1122,0.0223
81,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,8108,2019-08-08 09:14:35:655,-0.6142,-0.5868,9.6627,0.7506,-0.1598,9.7766,0.0513,0.1282,0.082
82,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,8208,2019-08-08 09:14:35:755,0.489,-0.5539,8.6535,0.7778,-0.1493,9.7746,0.0353,0.092,-0.0011
83,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,8308,2019-08-08 09:14:35:855,2.6444,0.4068,10.4809,0.7939,-0.1473,9.7734,-0.0105,-0.0859,0.0213
84,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,8408,2019-08-08 09:14:35:955,1.8196,0.1746,10.0081,0.7599,-0.1492,9.776,-0.0084,0.0196,-0.0118
85,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,8509,2019-08-08 09:14:36:056,0.6111,-0.1109,8.7589,0.8096,-0.1527,9.772,0.0033,0.0164,-0.0139
86,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,8609,2019-08-08 09:14:36:156,0.9768,0.0333,9.7046,0.8245,-0.1525,9.7707,-0.0116,-0.1264,0.0063
87,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,8709,2019-08-08 09:14:36:256,0.1891,0.0842,10.0691,0.8079,-0.1497,9.7722,-0.0031,-0.0443,-0.0032
88,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,8809,2019-08-08 09:14:36:356,-1.0517,0.2793,9.9668,0.7991,-0.1347,9.7731,0.0172,-0.055,0.0138
89,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,8908,2019-08-08 09:14:36:455,2.1883,0.0986,9.1892,0.7939,-0.1331,9.7736,-0.0063,-0.0156,-0.0512
90,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,9008,2019-08-08 09:14:36:555,2.5456,-0.497,9.0683,0.7725,-0.1185,9.7755,-0.0009,0.0611,-0.0341
91,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,9109,2019-08-08 09:14:36:656,3.535,-1.0213,9.024,0.7922,-0.113,9.7739,0.0023,-0.0518,0.0309
92,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,9208,2019-08-08 09:14:36:755,0.4178,0.4248,10.0182,0.7893,-0.1084,9.7742,0.0076,0.0068,0.0426
93,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,9309,2019-08-08 09:14:36:856,0.0107,-0.0098,8.9229,0.8106,-0.1159,9.7724,-0.0137,0.0313,-0.0533
94,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,9409,2019-08-08 09:14:36:956,2.861,-0.2121,8.857,0.8382,-0.1275,9.7699,-0.0169,0.0079,-0.0032
95,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,9509,2019-08-08 09:14:37:056,0.17,-0.2713,9.7244,0.8498,-0.1395,9.7688,0.0001,0.026,0.0383
96,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,9609,2019-08-08 09:14:37:156,0.4567,-0.2247,9.3341,0.8785,-0.1571,9.766,-0.002,-0.0039,-0.0096
97,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,9709,2019-08-08 09:14:37:256,1.7633,0.1237,10.1984,0.8655,-0.1604,9.7671,-0.0084,0.0611,-0.0352
98,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,9808,2019-08-08 09:14:37:355,1.2037,-0.3468,9.9985,0.8632,-0.1662,9.7672,0.0023,0.0782,-0.0267
99,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,9908,2019-08-08 09:14:37:455,0.6195,-0.421,9.549,0.8779,-0.1617,9.7659,0.0129,-0.0614,0.0223
100,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,10008,2019-08-08 09:14:37:555,-0.0413,0.0848,9.8375,0.853,-0.1586,9.7682,-0.0158,-0.0007,-0.032
101,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,10109,2019-08-08 09:14:37:656,1.485,-0.2558,10.1182,0.8427,-0.161,9.769,-0.0084,-0.0017,0.0032
102,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,10208,2019-08-08 09:14:37:755,1.4951,-0.5287,9.2102,0.816,-0.1618,9.7713,0.0097,0.0941,-0.0213
103,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,10309,2019-08-08 09:14:37:856,1.2605,-0.2462,9.6465,0.8365,-0.1559,9.7697,0.0001,-0.0273,0.0287
104,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,10408,2019-08-08 09:14:37:955,-0.3143,-0.0589,9.853,0.8388,-0.1551,9.7695,0.014,-0.0358,0.0319
105,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,10509,2019-08-08 09:14:38:056,1.1594,-0.0206,9.2527,0.8424,-0.1567,9.7691,0.0012,-0.0071,-0.0064
106,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,10609,2019-08-08 09:14:38:156,0.6823,0.3009,9.3754,0.8786,-0.1605,9.7659,-0.0244,-0.039,-0.0075
107,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,10708,2019-08-08 09:14:38:255,-1.4396,-0.9387,10.4779,0.8227,-0.1574,9.7708,-0.0084,0.026,-0.0693
108,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,10808,2019-08-08 09:14:38:355,-1.3528,-0.9411,9.2635,0.8252,-0.1512,9.7707,0.0097,0.0728,-0.0501
109,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,10909,2019-08-08 09:14:38:456,-0.6357,0.0315,9.537,0.8823,-0.1466,9.7658,-0.0105,-0.0071,0.001
110,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,11009,2019-08-08 09:14:38:556,-0.9865,0.1375,9.3628,0.9128,-0.1677,9.7626,-0.0126,0.0121,0.0063
111,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,11109,2019-08-08 09:14:38:656,3.6631,-0.8136,9.1647,0.9165,-0.1803,9.7621,-0.018,0.0047,-0.0213
112,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,11208,2019-08-08 09:14:38:755,2.0727,-0.1977,8.9989,0.9167,-0.2076,9.7615,-0.0041,0.1037,0.0447
113,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,11309,2019-08-08 09:14:38:856,2.153,-0.3019,9.1862,0.9275,-0.2316,9.7599,0.0044,0.0089,0.05
114,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,11409,2019-08-08 09:14:38:956,2.5672,-0.6006,9.2006,0.9251,-0.238,9.76,0.0097,0.0079,-0.0032
115,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,11509,2019-08-08 09:14:39:056,2.1972,-0.0206,9.5394,0.9216,-0.2353,9.7604,0.0225,0.0356,0.05
116,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,11608,2019-08-08 09:14:39:155,2.5749,-0.3647,10.257,0.9008,-0.2396,9.7623,-0.0094,0.0483,-0.0118
117,45.932713,-0.474185,85.79,23.14,4.288,318.1,0 / 23,11708,2019-08-08 09:14:39:255,0.5237,-0.685,9.6777,0.9183,-0.2467,9.7604,-0.0105,-0.0433,-0.0118
118,45.934074,-0.475941,85.11,21.94,5.36,318.1,17 / 21,11809,2019-08-08 09:14:39:356,2.3014,-0.4719,9.0049,0.9195,-0.2375,9.7606,-0.0158,-0.0465,-0.0767
119,45.934074,-0.475941,85.11,21.94,5.36,318.1,17 / 21,11908,2019-08-08 09:14:39:455,1.9686,-0.2971,10.1613,0.8931,-0.2305,9.7632,-0.0158,-0.0028,-0.064
120,45.934074,-0.475941,85.11,21.94,5.36,318.1,17 / 21,12009,2019-08-08 09:14:39:556,0.4956,-0.5084,9.4089,0.9216,-0.2287,9.7606,0.0278,-0.0284,0.0575
121,45.934074,-0.475941,85.11,21.94,5.36,318.1,17 / 21,12108,2019-08-08 09:14:39:655,-0.1407,-0.3731,9.1898,0.9418,-0.2274,9.7587,0.0129,-0.0571,0.017
122,45.934074,-0.475941,85.11,21.94,5.36,318.1,17 / 21,12209,2019-08-08 09:14:39:756,-0.3239,-0.5239,9.6555,0.9444,-0.23,9.7584,0.0129,-0.0007,0.0522
123,45.934074,-0.475941,85.11,21.94,5.36,318.1,17 / 21,12309,2019-08-08 09:14:39:856,0.9475,-0.1145,10.3708,0.9261,-0.2397,9.7599,-0.0094,0.0174,0.0
124,45.934074,-0.475941,85.11,21.94,5.36,318.1,17 / 21,12408,2019-08-08 09:14:39:955,0.802,-0.6323,9.6675,0.9241,-0.2396,9.7601,0.0065,-0.0369,-0.0171
125,45.934074,-0.475941,85.11,21.94,5.36,318.1,17 / 21,12508,2019-08-08 09:14:40:055,1.5149,-0.4988,10.7802,0.879,-0.232,9.7644,-0.002,-0.0529,-0.0128
126,45.934074,-0.475941,85.11,21.94,5.36,318.1,17 / 21,12609,2019-08-08 09:14:40:156,0.3932,-0.2049,8.3393,0.9334,-0.2352,9.7593,-0.0009,0.0025,0.0042
127,45.934074,-0.475941,85.11,21.94,5.36,318.1,17 / 21,12709,2019-08-08 09:14:40:256,1.8896,-0.6844,8.9229,0.9556,-0.2459,9.7569,-0.0158,-0.0166,-0.0395
128,45.934074,-0.475941,85.11,21.94,5.36,318.1,17 / 21,12808,2019-08-08 09:14:40:355,1.9111,-0.5611,10.2361,0.9158,-0.244,9.7607,0.0044,0.0196,0.0117
129,45.934074,-0.475941,85.11,21.94,5.36,318.1,17 / 21,12909,2019-08-08 09:14:40:456,0.8266,0.2392,10.0775,0.8945,-0.2417,9.7628,-0.0041,0.076,-0.0192
130,45.934074,-0.475941,85.11,21.94,5.36,318.1,17 / 21,13008,2019-08-08 09:14:40:555,-0.2939,1.1137,9.3945,0.8679,-0.2587,9.7647,-0.0137,0.2369,0.082
131,45.934074,-0.475941,85.11,21.94,5.36,318.1,17 / 21,13108,2019-08-08 09:14:40:655,0.3094,0.4715,8.9049,0.8977,-0.2547,9.7622,0.0417,0.0952,0.0436
132,45.934074,-0.475941,85.11,21.94,5.36,318.1,17 / 21,13209,2019-08-08 09:14:40:756,0.0766,-0.8795,10.5096,0.9278,-0.2344,9.7598,-0.002,-0.1807,-0.0821
