,GPS LATITUDE (degrees), GPS LONGITUDE (degrees), GPS ALTITUDE (m), GPS SPEED (Kmh), GPS ACCURACY (m), GPS ORIENTATION (Â°),GPS SATELLITES IN RANGE, TIME SINCE START (ms), DATE (YYYY-MO-DD HH-MI-SS_SSS), ACCELEROMETER X (m/s²) , ACCELEROMETER Y (m/s²), ACCELEROMETER Z (m/s²), GRAVITY X (m/s²), GRAVITY Y (m/s²), GRAVITY Z (m/s²), GYROSCOPE Yaw (rad/s), GYROSCOPE Pitch (rad/s), GYROSCOPE Roll (rad/s), MAGNETIC FIELD X (Î¼T), MAGNETIC FIELD Y (Î¼T), MAGNETIC FIELD Z (Î¼T), ORIENTATION (Yaw) (Â°), ORIENTATION (Pitch) (Â°), ORIENTATION (Roll ) (Â°)
10,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,5098,2020-03-21 10:22:59:746,0.1199,0.0798,9.7362,0.0546,0.0034,9.8065,-0.0032,0.0309,0.0533,20.55,16.39,-29.18,2.04,-1.62,30.24
11,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,5599,2020-03-21 10:23:00:247,0.295,-0.1526,9.5551,0.0186,0.0024,9.8066,0.0011,-0.0085,0.0053,20.18,16.01,-29.99,3.53,-2.9,30.33
12,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,6101,2020-03-21 10:23:00:749,0.2611,0.098,9.5698,0.0,-0.001,9.8067,0.0032,0.0096,-0.0011,18.79,15.56,-29.47,2.0,-2.75,30.13
13,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,6599,2020-03-21 10:23:01:247,0.0841,-0.0933,9.7923,0.0063,0.0018,9.8066,-0.0085,0.0394,-0.0075,18.41,14.87,-30.72,7.18,-3.48,30.03
14,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,7099,2020-03-21 10:23:01:747,0.1863,-0.3237,9.875,0.0015,-0.0019,9.8067,0.0,-0.0107,0.0171,18.41,14.5,-31.6,11.01,-3.62,30.08
15,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,7599,2020-03-21 10:23:02:247,0.0119,0.0425,9.7759,-0.0041,-0.0005,9.8066,-0.0011,-0.0022,0.0043,18.41,14.5,-30.35,8.4,-3.33,30.1
16,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,8099,2020-03-21 10:23:02:747,0.2568,0.2471,9.5704,0.0314,0.0055,9.8066,-0.0128,0.065,-0.0501,18.79,14.12,-29.97,7.82,-4.26,30.11
17,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,8599,2020-03-21 10:23:03:247,0.1151,-0.0268,9.6683,-0.0012,-0.0002,9.8067,-0.0011,-0.0117,-0.0043,18.41,14.5,-29.1,6.62,-5.36,30.09
18,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,9098,2020-03-21 10:23:03:746,0.1093,-0.0382,9.9378,0.0173,0.0121,9.8066,-0.0224,0.0362,0.0298,17.73,14.5,-28.29,3.16,-8.28,28.82
19,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,9598,2020-03-21 10:23:04:246,-0.4273,-0.0975,9.0686,0.0724,0.0766,9.8061,-0.0352,0.0735,0.0874,15.48,13.0,-29.54,2.66,-11.76,25.17
20,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,10099,2020-03-21 10:23:04:747,-0.0371,0.116,9.5786,0.0041,-0.0041,9.8066,0.0,0.0032,-0.0138,13.06,9.19,-29.04,5.88,-13.6,21.09
21,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,10598,2020-03-21 10:23:05:246,-0.0093,0.1786,9.7525,0.0021,0.0003,9.8067,-0.0032,0.0042,0.0,13.44,9.57,-29.04,3.38,-13.74,21.22
22,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,11099,2020-03-21 10:23:05:747,0.0214,-0.0735,9.8347,0.0004,-0.0009,9.8066,-0.0011,-0.0022,0.0107,12.69,8.88,-30.22,7.1,-13.85,21.28
23,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,11599,2020-03-21 10:23:06:247,-0.184,0.2853,9.506,0.0002,0.0026,9.8067,-0.0064,0.0128,0.0011,13.06,9.19,-29.85,7.1,-13.88,21.28
24,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,12098,2020-03-21 10:23:06:746,-0.3849,0.165,9.8109,-0.0005,-0.0022,9.8067,-0.0053,0.0128,-0.016,13.44,9.19,-29.85,7.09,-13.9,21.28
25,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,12598,2020-03-21 10:23:07:246,0.0946,-0.0256,9.6188,-0.0004,0.0,9.8067,0.0,-0.0032,-0.0053,13.06,9.19,-29.41,6.14,-13.9,21.28
26,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,13099,2020-03-21 10:23:07:747,-0.2242,0.1983,9.5672,0.0002,0.0008,9.8067,-0.0011,0.0042,-0.0138,13.06,9.57,-28.6,3.39,-13.88,21.24
27,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,13599,2020-03-21 10:23:08:247,0.0142,-0.2246,9.7654,-0.0003,0.0008,9.8067,0.0032,-0.0064,0.0171,13.44,9.57,-28.97,3.35,-13.84,21.21
28,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,14099,2020-03-21 10:23:08:747,-0.2193,0.3281,9.6291,0.0002,0.0002,9.8066,-0.0043,0.0128,-0.0202,12.69,10.32,-28.16,2.26,-13.82,21.16
29,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,14603,2020-03-21 10:23:09:251,-0.0014,0.0606,9.5638,-0.0006,0.0018,9.8066,0.0053,0.0,-0.0064,15.62,11.82,-28.6,358.17,-13.8,21.14
30,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,15098,2020-03-21 10:23:09:746,-0.3176,0.6807,9.6733,0.0026,0.003,9.8066,-0.0149,0.033,-0.049,13.44,9.57,-28.97,3.17,-13.79,21.09
31,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,15598,2020-03-21 10:23:10:246,-0.0083,-0.3286,9.7711,-0.0004,-0.0015,9.8067,0.0053,-0.0096,0.0181,13.81,9.19,-30.22,6.46,-13.67,21.05
32,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,16099,2020-03-21 10:23:10:747,0.0192,-0.1694,9.8616,0.0012,0.0009,9.8067,-0.0064,0.0128,-0.016,13.06,8.88,-31.04,7.65,-13.61,21.01
33,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,16599,2020-03-21 10:23:11:247,0.1231,-0.0442,9.5421,-0.0009,-0.0005,9.8067,0.0021,0.001,-0.017,13.81,9.19,-29.79,6.33,-13.6,20.95
34,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,17098,2020-03-21 10:23:11:746,0.0915,-0.1326,9.6207,0.0004,-0.0008,9.8067,-0.0043,0.0106,-0.0128,13.81,9.57,-28.6,2.82,-13.57,20.94
35,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,17599,2020-03-21 10:23:12:247,0.021,0.08,9.7664,0.0009,-0.0009,9.8067,-0.0021,0.0074,0.0021,13.81,9.57,-27.72,1.84,-13.61,20.93
36,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,18099,2020-03-21 10:23:12:747,0.1192,0.1288,9.5206,0.0,0.0022,9.8067,0.0053,-0.0043,-0.0064,13.44,9.57,-29.41,2.89,-13.58,20.9
37,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,18599,2020-03-21 10:23:13:247,0.0142,-0.0739,9.7728,0.0004,0.0009,9.8067,-0.0021,0.0,0.0075,13.44,9.57,-30.22,3.84,-13.57,20.88
38,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,19099,2020-03-21 10:23:13:747,0.1208,-0.2074,9.66,-0.0004,-0.0003,9.8066,0.0043,-0.0149,0.0171,13.44,9.57,-29.35,2.82,-13.55,20.85
39,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,19598,2020-03-21 10:23:14:246,0.064,-0.1358,9.5796,0.0004,0.0001,9.8066,0.0032,-0.0053,0.0,13.81,9.25,-29.35,5.24,-13.53,20.83
40,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,20098,2020-03-21 10:23:14:746,-0.1833,0.2554,9.5255,0.0,0.0006,9.8067,-0.0011,0.0064,-0.0149,13.44,9.25,-29.79,6.44,-13.51,20.82
41,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,20598,2020-03-21 10:23:15:246,0.1674,-0.2198,9.5552,0.0003,0.0016,9.8067,0.0053,-0.0203,0.0181,14.12,9.57,-28.91,2.67,-13.5,20.83
42,52.43164,-1.525722,0,0.0,19.017,0.0,0 / 20,21099,2020-03-21 10:23:15:747,0.1648,-0.0307,9.5261,-0.0002,-0.0002,9.8067,0.0053,-0.0096,0.0011,13.06,9.57,-29.72,3.74,-13.48,20.81
43,52.43164,-1.525722,0,0.0,19.017,0.0,Jan-20,21598,2020-03-21 10:23:16:246,0.1325,0.1094,9.7199,0.0003,0.0009,9.8067,-0.0021,0.0138,-0.017,13.44,9.57,-29.72,3.71,-13.46,20.79
44,52.43164,-1.525722,0,0.0,19.017,0.0,Jan-20,22099,2020-03-21 10:23:16:747,-0.009,0.1324,9.8244,0.0011,-0.0002,9.8067,-0.0064,0.0117,-0.0032,13.37,8.88,-28.85,5.45,-13.45,20.79
45,52.43164,-1.525722,0,0.0,19.017,0.0,Jan-20,22598,2020-03-21 10:23:17:246,-0.0991,0.2672,9.6346,-0.0007,0.002,9.8067,-0.0032,0.0096,-0.0128,13.37,9.25,-28.85,5.43,-13.47,20.78
46,52.43164,-1.525722,0,0.0,19.017,0.0,Jan-20,23098,2020-03-21 10:23:17:746,0.1627,-0.2061,9.619,0.0005,0.0013,9.8067,0.0064,-0.0181,0.0181,13.75,9.25,-28.85,5.2,-13.46,20.79
47,52.43164,-1.525722,0,0.0,19.017,0.0,Jan-20,23598,2020-03-21 10:23:18:246,-0.1243,0.0327,9.6208,0.0025,-0.003,9.8066,0.0011,0.0064,-0.0053,13.75,9.25,-28.85,5.15,-13.44,20.76
48,52.43164,-1.525722,0,0.0,19.017,0.0,Jan-20,24099,2020-03-21 10:23:18:747,0.1247,-0.3385,9.5562,-0.0006,-0.0002,9.8067,0.0075,-0.0235,0.0181,13.37,9.25,-28.85,5.44,-13.44,20.78
49,52.43164,-1.525722,0,0.0,19.017,0.0,Jan-20,24598,2020-03-21 10:23:19:246,0.2072,0.1767,9.7972,0.0019,-0.0002,9.8067,0.0064,-0.0245,0.0171,14.12,9.57,-28.41,1.58,-13.4,20.75
50,52.43164,-1.525722,0,0.0,19.017,0.0,Jan-20,25099,2020-03-21 10:23:19:747,0.0634,-0.2509,9.7107,-0.0002,0.0006,9.8067,0.0043,-0.0075,-0.0032,15.71,7.8,-24.34,2.73,-13.39,20.75
51,52.43164,-1.525722,0,0.0,19.017,0.0,Feb-20,25599,2020-03-21 10:23:20:247,-0.1329,0.0647,9.8758,0.0003,-0.0007,9.8067,0.0043,-0.0107,0.0128,13.75,8.88,-27.6,4.19,-13.38,20.74
52,52.43164,-1.525722,0,0.0,19.017,0.0,Feb-20,26098,2020-03-21 10:23:20:746,-0.4191,0.1086,9.8229,-0.0208,0.0058,9.8066,-0.0021,0.0053,0.0096,13.75,9.63,-28.35,1.02,-12.49,20.34
53,52.43164,-1.525722,0,0.0,19.017,0.0,Feb-20,26599,2020-03-21 10:23:21:247,0.1407,-0.0646,9.8579,0.0147,-0.0121,9.8066,0.0032,0.0266,-0.0192,13.75,8.88,-27.97,3.64,-12.05,20.28
54,52.43164,-1.525722,0,0.0,19.017,0.0,Feb-20,27098,2020-03-21 10:23:21:746,-0.0049,0.165,9.6513,0.0,-0.0023,9.8067,0.0011,0.0234,-0.0394,13.75,8.88,-28.35,4.01,-12.24,20.54
55,52.43164,-1.525722,0,0.0,19.017,0.0,Feb-20,27598,2020-03-21 10:23:22:246,0.2514,-0.0518,9.664,0.0111,-0.0018,9.8066,-0.0107,0.0181,-0.0181,14.12,9.25,-29.16,5.34,-12.95,20.85
56,52.43164,-1.525722,0,0.0,19.017,0.0,Feb-20,28099,2020-03-21 10:23:22:747,0.0043,0.1358,9.5264,-0.0005,-0.0037,9.8067,-0.0021,0.0277,-0.0479,14.5,9.25,-28.79,5.4,-12.38,20.84
57,52.43164,-1.525722,0,0.0,19.017,0.0,Mar-20,28598,2020-03-21 10:23:23:246,-0.281,0.14,9.6179,-0.0026,0.0005,9.8067,-0.0277,0.0341,-0.0788,14.87,9.63,-29.16,2.9,-12.29,21.03
58,52.43164,-1.525722,0,0.0,19.017,0.0,Mar-20,29098,2020-03-21 10:23:23:746,-0.2362,0.0672,9.8534,-0.0198,0.0205,9.8066,-0.0288,0.0362,-0.0852,15.56,8.88,-28.79,5.06,-11.48,20.87
59,52.43164,-1.525722,0,0.0,19.017,0.0,Jul-20,29598,2020-03-21 10:23:24:246,-0.0808,-0.3006,9.3163,-0.003,-0.0024,9.8066,-0.0639,0.0841,-0.1321,17.06,9.25,-28.72,5.64,-10.26,21.37
60,52.43164,-1.525722,0,0.0,19.017,0.0,Jul-20,30098,2020-03-21 10:23:24:746,-0.0741,-0.6389,9.6214,-0.0196,-0.0467,9.8065,0.0692,-0.033,-0.2322,15.1,7.06,-30.6,10.2,-12.16,19.65
61,52.43164,-1.525722,0,0.0,19.017,0.0,Jul-20,30599,2020-03-21 10:23:25:247,0.1755,0.3578,9.408,-0.0048,-0.002,9.8066,0.0117,0.0287,-0.1364,17.66,7.81,-30.6,9.01,-11.36,21.27
62,52.43164,-1.525722,0,0.0,19.017,0.0,Jul-20,31099,2020-03-21 10:23:25:747,-0.5621,-0.871,8.3988,-0.0633,0.0462,9.8063,-0.1928,-0.0533,-0.0245,20.6,6.37,-30.22,12.25,-9.76,21.85
63,52.43164,-1.525722,0,0.0,19.017,0.0,Aug-20,31598,2020-03-21 10:23:26:246,-0.1281,-1.5864,9.9259,0.0069,-0.0972,9.8062,0.1406,-0.0245,-0.0362,21.28,7.03,-28.28,10.22,-9.37,23.15
64,52.43164,-1.525722,0,0.0,19.017,0.0,Aug-20,32099,2020-03-21 10:23:26:747,0.3163,0.4151,9.579,0.0054,-0.0333,9.8066,0.1044,-0.0181,0.0192,21.28,7.03,-29.09,10.41,-8.48,22.47
65,52.43164,-1.525722,0,0.0,19.017,0.0,Aug-20,32598,2020-03-21 10:23:27:246,0.3312,1.2765,8.7341,-0.0271,0.0529,9.8065,0.0415,-0.146,0.1097,20.97,7.78,-28.72,8.14,-8.62,22.31
66,52.43164,-1.525722,0,0.0,19.017,0.0,Aug-20,33099,2020-03-21 10:23:27:747,0.7654,0.7953,8.7544,0.0789,0.0949,9.8059,-0.0735,0.0309,0.2035,21.28,9.28,-26.28,6.17,-6.91,24.53
67,52.431602,-1.525507,157,1.85,29.0,102.4,Oct-20,33599,2020-03-21 10:23:28:247,-0.2418,-0.1909,10.2127,-0.0014,-0.0008,9.8067,0.0053,-0.0288,0.1587,18.08,9.02,-25.01,4.63,-7.31,23.51
68,52.431602,-1.525507,157,1.85,29.0,102.4,Oct-20,34099,2020-03-21 10:23:28:747,-0.2582,0.0099,9.5901,-0.0086,0.0019,9.8066,0.0501,-0.0842,0.1268,15.89,10.45,-25.45,0.9,-7.81,22.45
69,52.431602,-1.525507,157,1.85,29.0,102.4,Oct-20,34598,2020-03-21 10:23:29:246,-0.1847,-0.0896,9.6488,-0.0057,-0.0002,9.8066,0.0021,-0.0299,0.049,14.83,10.45,-25.83,2.08,-7.65,22.42
70,52.431602,-1.525507,157,1.85,29.0,102.4,Oct-20,35099,2020-03-21 10:23:29:747,0.3561,0.2042,9.5549,0.0053,0.0065,9.8066,-0.0053,-0.0256,0.0053,14.83,11.2,-25.01,358.16,-7.56,22.5
71,52.431602,-1.525507,157,1.85,29.0,102.4,Oct-20,35599,2020-03-21 10:23:30:247,0.0471,-0.0193,9.708,0.0085,0.0167,9.8066,-0.0554,0.0096,0.0341,14.08,10.83,-25.45,358.56,-7.66,22.83
72,52.431602,-1.525507,157,1.85,29.0,102.4,Oct-20,36098,2020-03-21 10:23:30:746,0.0661,-0.2977,9.6719,-0.0002,-0.0027,9.8066,-0.0107,-0.0267,0.0213,14.46,10.83,-25.39,358.84,-7.78,23.0
73,52.431602,-1.525507,157,1.85,29.0,102.4,Nov-20,36599,2020-03-21 10:23:31:247,0.5082,-0.5782,9.4709,0.0155,-0.027,9.8066,0.0511,-0.0256,0.0128,14.46,10.83,-25.01,358.75,-8.44,22.93
74,52.431602,-1.525507,157,1.85,29.0,102.4,Nov-20,37100,2020-03-21 10:23:31:748,0.5792,-0.3226,10.1601,0.0403,0.0023,9.8066,-0.0266,0.0149,0.0416,14.77,10.45,-24.58,2.88,-9.92,23.88
75,52.431602,-1.525507,157,1.85,29.0,102.4,Nov-20,37599,2020-03-21 10:23:32:247,0.0156,-0.5222,10.1726,0.022,-0.0296,9.8066,0.0373,-0.033,0.0437,13.56,10.3,-24.7,3.68,-11.59,24.42
76,52.431602,-1.525507,157,1.85,29.0,102.4,Nov-20,38099,2020-03-21 10:23:32:747,0.4673,0.3232,9.2375,0.014,-0.0039,9.8066,0.081,-0.0352,0.0533,12.65,11.31,-24.74,1.05,-12.57,24.47
77,52.431602,-1.525507,157,1.85,29.0,102.4,Nov-20,38598,2020-03-21 10:23:33:246,-0.1548,0.3904,9.4946,0.0105,0.0035,9.8066,0.0213,-0.0426,0.0554,12.27,13.57,-23.78,352.81,-13.81,25.5
78,52.431602,-1.525507,157,1.85,29.0,102.4,Nov-20,39098,2020-03-21 10:23:33:746,-0.5269,0.7792,10.0676,-0.0458,0.0363,9.8065,0.0128,-0.0703,0.081,11.85,13.11,-24.24,354.66,-12.92,24.95
79,52.431602,-1.525507,157,1.85,29.0,102.4,Nov-20,39598,2020-03-21 10:23:34:246,-0.1946,0.3068,9.2175,-0.012,0.0151,9.8066,0.0256,-0.0746,0.1161,10.77,13.68,-24.43,348.07,-11.58,23.13
80,52.431602,-1.525507,157,1.85,29.0,102.4,Nov-20,40098,2020-03-21 10:23:34:746,-0.348,-0.0033,10.5773,0.0111,0.0121,9.8066,-0.0075,-0.0032,0.1545,8.6,14.95,-24.54,343.04,-11.22,22.28
81,52.431602,-1.525507,157,1.85,29.0,102.4,Nov-20,40598,2020-03-21 10:23:35:246,-0.2359,-0.4008,10.3385,-0.0023,0.0088,9.8066,0.0021,-0.1129,0.1438,7.48,14.01,-25.45,338.78,-9.75,20.13
82,52.431602,-1.525507,157,1.85,29.0,102.4,Nov-20,41099,2020-03-21 10:23:35:747,-0.1634,-0.4534,9.7487,-0.0295,-0.0182,9.8066,0.0469,-0.0767,0.0756,5.35,14.12,-25.92,335.83,-10.67,19.28
83,52.431602,-1.525507,157,1.85,29.0,102.4,Nov-20,41598,2020-03-21 10:23:36:246,-0.8759,-1.0993,10.1532,-0.0035,-0.041,9.8066,0.0149,0.0831,-0.0192,4.22,13.94,-26.23,336.96,-10.48,20.64
84,52.431602,-1.525507,157,1.85,29.0,102.4,Nov-20,42099,2020-03-21 10:23:36:747,-0.0222,-0.87,10.2472,-0.0166,-0.0227,9.8066,-0.0969,0.0745,-0.1268,5.21,13.76,-26.14,345.22,-9.92,23.18
85,52.431602,-1.525507,157,1.85,29.0,102.4,Nov-20,42598,2020-03-21 10:23:37:246,-0.4053,-1.0675,10.5389,-0.0158,-0.0237,9.8066,-0.0469,0.0916,-0.1886,7.37,12.28,-26.36,359.92,-8.82,24.74
86,52.431602,-1.525507,157,1.85,29.0,102.4,Nov-20,43099,2020-03-21 10:23:37:747,-0.9362,-1.5083,10.1952,-0.0267,-0.0321,9.8066,-0.0511,0.1694,-0.3164,10.12,12.75,-25.2,1.32,-7.81,28.12
87,52.431602,-1.525507,157,1.85,29.0,102.4,0 / 20,43599,2020-03-21 10:23:38:247,0.5714,0.2747,9.2948,-0.0229,-0.0553,9.8065,-0.0256,0.1161,-0.2471,11.86,12.21,-24.71,6.91,-5.91,29.35
88,52.431602,-1.525507,157,1.85,29.0,102.4,0 / 20,44098,2020-03-21 10:23:38:746,-0.0729,-0.3557,10.2835,-0.0165,-0.011,9.8066,-0.0479,0.1161,-0.2152,13.13,11.59,-25.91,10.37,-5.39,30.5
89,52.431602,-1.525507,157,1.85,29.0,102.4,0 / 20,44598,2020-03-21 10:23:39:246,0.2174,0.2174,10.0072,0.0003,0.0057,9.8066,-0.0128,0.0788,-0.1555,14.42,11.15,-25.45,10.73,-5.44,30.33
90,52.431602,-1.525507,157,1.85,29.0,102.4,0 / 20,45099,2020-03-21 10:23:39:747,0.2137,0.4329,9.9983,-0.015,0.0196,9.8066,-0.0394,0.0106,-0.1055,15.55,10.09,-25.02,11.7,-5.38,29.95
91,52.431602,-1.525507,157,1.85,29.0,102.4,0 / 20,45599,2020-03-21 10:23:40:247,0.6225,0.4997,9.5099,0.0112,0.0287,9.8066,-0.0234,0.001,-0.0373,16.99,9.71,-26.27,10.81,-5.66,28.78
92,52.431602,-1.525507,157,1.85,29.0,102.4,0 / 20,46099,2020-03-21 10:23:40:747,0.0937,0.0154,9.7996,0.0135,0.0193,9.8066,-0.049,0.0213,0.0192,17.74,9.34,-25.52,11.17,-6.64,27.77
93,52.431602,-1.525507,157,1.85,29.0,102.4,Feb-20,46599,2020-03-21 10:23:41:247,0.3957,0.8747,10.1298,0.0258,0.0379,9.8065,-0.032,0.0799,0.0352,17.74,8.59,-25.89,8.18,-7.5,25.52
94,52.431602,-1.525507,157,1.85,29.0,102.4,Feb-20,47099,2020-03-21 10:23:41:747,0.0659,0.3283,9.8194,0.0079,0.0172,9.8066,-0.0064,0.0234,0.0117,16.67,8.21,-28.02,11.62,-8.84,24.56
95,52.431602,-1.525507,157,1.85,29.0,102.4,May-20,47599,2020-03-21 10:23:42:247,0.1113,0.9668,8.8345,0.0091,0.0086,9.8066,0.0,-0.0554,0.0352,16.3,8.96,-26.33,6.77,-9.85,24.16
96,52.431602,-1.525507,157,1.85,29.0,102.4,May-20,48099,2020-03-21 10:23:42:747,-0.1827,-0.0023,9.3933,0.0,0.002,9.8067,-0.0043,0.016,0.0128,15.55,9.34,-28.39,8.38,-10.19,23.84
97,52.431602,-1.525507,157,1.85,29.0,102.4,Aug-20,48599,2020-03-21 10:23:43:247,0.1848,0.4603,10.0442,0.014,0.0272,9.8066,-0.0117,0.0042,0.0256,16.3,9.34,-26.33,5.45,-10.8,23.24
98,52.431602,-1.525507,157,1.85,29.0,102.4,Aug-20,49098,2020-03-21 10:23:43:746,0.0039,0.0869,9.9155,0.0071,0.0006,9.8066,-0.016,0.0202,0.0437,15.55,9.34,-25.95,4.3,-11.26,22.39
99,52.431664,-1.524118,174,7.3,14.0,114.4,Sep-20,49599,2020-03-21 10:23:44:247,0.2308,-0.2031,9.5525,0.0195,-0.0096,9.8066,0.0149,-0.0139,0.0447,15.55,10.09,-26.39,1.99,-12.15,22.57
100,52.431664,-1.524118,174,7.3,14.0,114.4,Sep-20,50099,2020-03-21 10:23:44:747,0.3341,-0.1918,9.5034,-0.0006,-0.0032,9.8066,0.0085,-0.0512,0.032,14.86,10.77,-25.14,359.59,-13.28,23.44
101,52.431664,-1.524118,174,7.3,14.0,114.4,Sep-20,50598,2020-03-21 10:23:45:246,0.0052,-0.0013,9.894,0.0022,-0.0047,9.8066,0.0021,-0.0128,0.0192,15.17,11.15,-24.7,0.2,-13.22,23.9
102,52.431664,-1.524118,174,7.3,14.0,114.4,Sep-20,51098,2020-03-21 10:23:45:746,-0.0147,-0.661,9.6783,0.0058,-0.0192,9.8066,0.0341,-0.0341,0.0192,15.55,11.15,-25.58,2.17,-13.19,24.62
103,52.431664,-1.524118,174,7.3,14.0,114.4,0 / 20,51598,2020-03-21 10:23:46:246,0.1647,-0.051,9.7119,0.0029,-0.0068,9.8066,0.0096,-0.0022,0.033,15.24,11.52,-25.14,359.36,-12.81,25.16
104,52.431664,-1.524118,174,7.3,14.0,114.4,0 / 20,52099,2020-03-21 10:23:46:747,0.2433,0.0703,9.7648,-0.0058,0.0117,9.8066,-0.017,-0.0235,-0.0011,14.86,11.9,-24.7,359.72,-13.25,25.43
105,52.431664,-1.524118,174,7.3,14.0,114.4,0 / 20,52599,2020-03-21 10:23:47:247,-0.0766,-0.1385,9.6605,0.0037,0.0005,9.8066,-0.0053,-0.0053,0.0288,14.86,11.52,-24.7,359.11,-13.06,24.97
